Code_postal,TAU2017,ZE2010,RP,RS,MAISON,RP_PROP,RP_LOC,MED,PIMP,D1,D9,PIMPOT,TP60,PPAT,TP60TOL1,TP60TOL2,PBEN,NBPERSMENFISC
06660,0,9307,0.23784073827618232,0.7177555730185018,0.2828971038377338,0.15594005130244282,0.06088948643790092,20961.600000000002,56.79999999999999,10089.2,39329.5,19.1,16.8,13.6,13.6,27.2,7.0,213616.0
07200,6,8205,0.7555572275284466,0.16074512641536096,0.8672648176690227,0.5292006922793797,0.20770325297391015,19931.954999999998,46.9,10072.435000000003,32667.925,14.614999999999995,17.769999999999992,13.895000000000001,13.180000000000003,33.059999999999995,6.475000000000003,1521.8
09120,5,7301,0.8086329921351773,0.11212232322900224,0.9287755186763549,0.6145595433170951,0.1677557627979926,19554.60588235294,46.25882352941175,10279.847058823527,31899.5,14.041176470588235,16.929411764705886,9.670588235294117,9.7,32.300000000000004,5.676470588235296,26388.676470588234
13610,9,9308,0.8867575932871788,0.037069825934673936,0.8481055879783101,0.5978874705096595,0.2478113962628664,23520.6,60.65,11874.85,41372.4,18.3,11.05,13.2,13.4,21.8,5.9,2816.75
16250,7,5403,0.8126432058023981,0.05835033209885122,0.9499122126121132,0.6209033527188723,0.16834342760020837,18864.858823529412,48.600000000000016,10661.5,32628.0,14.599999999999996,15.5,9.400000000000002,9.400000000000002,31.0,6.599999999999998,673.5294117647059
16320,7,5403,0.7533720702992853,0.15262634238676998,0.9758553196305179,0.5797508839527267,0.15203189452105093,18752.523076923077,48.600000000000016,10661.5,32628.0,14.599999999999996,15.5,9.400000000000002,9.400000000000002,31.0,6.599999999999999,20834.30769230769
18130,7,2401,0.7918710357643831,0.08238954897161942,0.9866246411171811,0.6090386440711997,0.1661180399572359,19719.274999999998,53.94999999999999,11206.733333333335,33634.774999999994,15.549999999999997,13.466666666666663,9.408333333333331,9.299999999999999,28.925000000000008,5.199999999999998,64400.291666666664
20219,0,9406,0.4376955877239495,0.44440469695763407,0.4199201982972656,0.233243727065146,0.13563128598557048,19565.600000000002,46.4,8999.3,32750.8,15.3,22.1,9.4,9.4,32.7,8.3,2436.0
35350,6,5313,0.7981142997810845,0.14999649197869178,0.8996835839838339,0.6257813158254305,0.1653510499419483,21675.399999999998,57.833333333333336,12873.4,37707.566666666666,16.566666666666666,10.266666666666666,12.533333333333333,12.1,22.5,8.299999999999999,2941.5
35640,0,5312,0.7819405892699752,0.1011994965837586,0.9440955186394955,0.6132317008334027,0.1647213588474275,18481.325,53.0,11798.024999999998,34059.450000000004,15.799999999999999,11.675,9.799999999999999,9.2,26.85,6.05,896.375
39350,8,4301,0.8757134526788993,0.05578673775139585,0.8662449512100141,0.7024440053195506,0.16001058427021342,20659.689999999995,55.39999999999999,11427.0,35552.90000000001,16.199999999999996,12.5,9.099999999999998,9.099999999999998,26.5,5.700000000000001,325.35
42370,7,8212,0.7524502374490639,0.15096853649742986,0.9373853363257254,0.595056066551082,0.13507194120081834,19926.1375,50.5125,11357.3125,32554.0,14.812499999999996,13.162500000000001,11.387499999999998,11.099999999999998,28.900000000000002,4.8999999999999995,999.5625
45300,8,2419,0.8410491164156886,0.0759145782755707,0.9314565933951482,0.6840101872855531,0.14122340627903315,21619.661764705885,55.00882352941173,11456.24705882353,33014.794117647056,15.023529411764706,12.829411764705881,9.285294117647059,9.258823529411764,28.288235294117644,6.232352941176473,1129.6764705882354
47140,6,7211,0.8017725785514561,0.11494639043707829,0.9463558480343531,0.6403201316914898,0.14083436742230246,19497.755555555555,45.87777777777777,10194.033333333333,32279.099999999995,14.655555555555553,17.38888888888889,12.133333333333333,11.711111111111112,32.08888888888889,6.977777777777778,813.1111111111111
48370,0,9113,0.4180453731159119,0.5412708687736496,0.8686865074855622,0.27069722401476365,0.11197107631002677,13554.6,49.3,10729.3,31909.0,14.0,15.3,11.0,11.0,24.8,8.3,357.0
49290,2,5205,0.8777992432236064,0.03788302567080534,0.890804393450206,0.6339222753225446,0.23312147343772538,19782.4,47.475,12392.575,30939.875,13.625,9.775,8.825,7.6,21.425,6.0,11042.875
49630,8,5205,0.9230627636920308,0.02276296147354915,0.9356040853541996,0.7427611583398128,0.17347400672637603,21128.85,54.5,13724.85,32630.35,14.55,6.5,7.6,5.0,20.85,5.25,10915.5
52800,5,2106,0.8201483814878338,0.07938745294866784,0.9193886070388834,0.6537902102628268,0.15130239211178603,19828.306250000005,50.525000000000006,11258.5,31351.649999999998,14.125,13.625,8.900000000000002,9.400000000000002,27.049999999999994,5.55,14488.90625
53380,0,5209,0.8433003022886639,0.06288776156713836,0.9548269978464314,0.6233111768481682,0.21015190391033423,18513.7,50.9,11834.299999999997,32013.3,14.800000000000002,11.5,9.9,9.9,25.8,5.900000000000001,988.6666666666666
59169,9,3114,0.9311632288873856,0.006627634025450151,0.9608770846697826,0.7755064543048658,0.13816892685058169,22481.0,44.8,10065.4,31662.7,13.9,19.4,6.5,6.5,35.0,4.2,1042.2
59370,9,3111,0.9080533044548397,0.0035242348019524695,0.4466727276448185,0.4320959469294227,0.4667938339165531,17366.2,46.0,9310.4,32779.0,14.1,25.0,6.5,10.0,39.0,3.8,20174.5
69460,9,8213,0.8707786594995318,0.0540052170149588,0.8889555948887286,0.6479950102361983,0.19345205690106124,22608.024999999998,59.650000000000006,12590.112500000001,37382.5125,16.5375,10.0,11.3,11.200000000000001,21.599999999999998,5.2,1190.875
70170,6,4309,0.8765296757440652,0.04301082885587545,0.8950419986488487,0.6931783281512913,0.16502389443520196,20377.90909090909,48.0,10888.054545454546,31014.909090909096,13.609090909090908,15.181818181818185,8.272727272727273,8.5,30.36363636363637,5.145454545454545,512.3636363636364
75007,10,,0.711871879726364,0.21292299830079342,0.008450161064780254,0.2716517759305954,0.36669821662052865,41949.0,79.0,13872.0,129521.3,39.6,8.0,36.6,5.0,12.0,16.1,48699.5
77930,10,1105,0.8697106666552684,0.06301283697860222,0.9453436726749552,0.7301135528810706,0.10365497018497337,27967.45,68.3,12665.85,40482.26666666667,20.416666666666668,11.9,12.200000000000001,9.0,25.7,4.616666666666667,1238.5
80820,0,55,0.8128552689112335,0.07855457848170418,0.9653559510024404,0.6211424140551173,0.1593801836968671,18591.3,,,,,,,,,,877.5
86180,8,5413,0.9305140709926171,0.010881038333573794,0.6493516804996794,0.5132903277449151,0.40975115782107124,21914.3,62.0,11342.5,37926.0,17.9,13.0,10.2,5.0,26.0,3.7,9833.0
88140,1,4115,0.7852783554011566,0.06635106525013677,0.888463332127621,0.6184586529545744,0.14280073833577125,19675.300000000003,49.48888888888887,10592.705555555556,31829.572222222225,14.444444444444448,15.733333333333333,8.988888888888889,9.0,32.377777777777766,5.67777777777778,14261.472222222223
91910,10,1116,0.77656084260131,0.1468314462905657,0.9496141493340498,0.6833735414891511,0.06212486740810492,31791.0,73.0,12656.7,47724.0,21.8,9.3,10.4,10.4,19.4,3.5,302.5
97128,8,101,0.880053631801664,0.022428995679363933,0.7050332342626989,0.43155837419077053,0.41239347216852973,,,,,,,,,,,
98725,,,,,,,,,,,,,,,,,,
98870,,,,,,,,,,,,,,,,,,
02380,6,2206,0.8295324855587907,0.07376252046814728,0.9614641008033491,0.6581801420498861,0.15600035947281743,19530.19090909091,49.100000000000016,10287.300000000001,32381.5,15.0,17.199999999999996,9.200000000000001,9.200000000000001,33.0,5.700000000000002,8601.727272727272
20141,0,9401,0.21526297791361895,0.7354341725312168,0.6997011096016897,0.16972657873958436,0.033117381217479834,20828.7,56.2,10682.7,37508.0,18.0,15.2,10.9,10.9,24.0,7.3,89056.5
20252,6,9404,0.48566117929354385,0.4538509574744567,0.7967669533953528,0.393972061835323,0.06930008956460566,18755.0,46.6,9354.3,34792.0,16.7,21.3,10.1,10.1,32.7,8.7,102037.5
20256,0,9405,0.4191501077310982,0.5772972935394243,0.7599961567664737,0.3096424219274779,0.09157108209440668,20776.7,46.6,8748.6,33383.3,16.6,23.2,13.7,13.7,32.5,11.9,842.5
22130,1,5305,0.7733455284355331,0.1501602476278738,0.9299190980150016,0.595435055306964,0.16728220913672964,19304.4,51.919999999999995,11924.18,33260.93,15.030000000000001,11.290000000000001,10.129999999999999,10.439999999999998,24.769999999999996,6.75,1338.0
25350,7,4302,0.9169895592651637,0.007360531690773914,0.5612076084065647,0.5224522031209972,0.3833448070336925,18863.3,47.0,10947.7,30145.6,12.7,15.0,6.0,7.0,27.0,2.8,4764.5
27130,1,2302,0.649167002936413,0.30226221488245775,0.9375262295806956,0.515585381979183,0.12060657039321127,20551.6125,54.625,10833.662499999999,33806.025,15.524999999999997,14.7375,8.575,8.475,29.762500000000006,4.85,28246.375
27890,0,2307,0.42676501575873527,0.5655918511180471,0.4975230312786826,0.3655617456001606,0.0573955838775553,20374.5,54.9,10923.0,35055.3,15.8,14.3,7.9,7.9,27.8,4.9,581.0
28500,6,2406,0.880887106593295,0.06354187592734517,0.9557370408025266,0.7612389570499863,0.10532309640274003,23064.66818181818,54.78636363636361,10630.422727272728,33943.845454545466,15.572727272727265,15.413636363636364,8.004545454545452,8.186363636363634,33.65909090909091,4.581818181818183,1233.7045454545455
30740,0,9106,0.8776194467728415,0.050293378038558254,0.892707460184409,0.6454316848281643,0.20284995808885165,20926.3,53.0,12240.4,34025.3,15.2,10.0,9.7,10.3,37.2,6.7,2508.0
30750,0,9110,0.31664529614164694,0.6541392663568676,0.9247631075214516,0.25138542960137206,0.0500680008114565,17666.17142857143,40.9,9088.300000000001,30861.0,13.5,22.599999999999998,10.4,10.4,38.4,6.6000000000000005,19491.14285714286
31330,9,61,0.8913410900000882,0.026788843771954368,0.8352480899150603,0.640818311094091,0.2319146226746434,21984.585714285717,58.0,12435.599999999999,36538.95,16.6,10.0,8.35,6.0,18.0,4.3,2743.6428571428573
33840,0,7210,0.7316130746256228,0.1799568567362719,0.9600132932704818,0.514393235027705,0.19945132648350639,18523.762499999997,53.95,11132.625,36095.700000000004,16.625,13.9,10.075000000000001,10.075000000000001,25.525,6.325,21611.1875
37160,1,5402,0.8028790668000093,0.10171436394435299,0.9497421510701018,0.6131903639284452,0.17944982566123363,19179.18571428571,53.10000000000001,11115.114285714286,34385.02857142858,15.8,13.757142857142856,9.542857142857143,9.700000000000001,28.75714285714286,4.985714285714286,1050.9285714285713
44350,8,5204,0.7963326774506005,0.14114921234169825,0.7712120990057921,0.5639174191182207,0.22040058553334277,21759.04,61.0,12981.6,37678.74,17.619999999999997,8.8,13.34,6.220000000000001,18.119999999999997,8.08,13835.1
50800,1,2509,0.787779558917987,0.09860436920173628,0.952829601798446,0.560439666487825,0.22093187439964512,19072.106250000004,47.28749999999999,11312.137500000003,30874.200000000008,13.60625,13.449999999999996,10.375000000000002,10.4875,24.131249999999994,7.775000000000002,864.65625
54260,6,4101,0.8577836632158015,0.036045233851172205,0.8824291758838153,0.6993176314943683,0.14470337655271298,21001.04761904762,34.57142857142857,10032.842857142861,37301.40000000001,9.299999999999999,17.171428571428567,42.72857142857142,40.19999999999999,33.94285714285716,3.6000000000000005,10853.547619047618
56490,0,5316,0.663216697993103,0.18481740121751958,0.9624105227921018,0.534890436317935,0.11721924328946087,18048.533333333333,49.333333333333336,11616.716666666667,31213.88333333333,14.116666666666665,12.233333333333334,8.7,8.7,26.3,6.916666666666667,845.0
57180,7,4111,0.9223444276067914,0.005355556716772941,0.46877409026179373,0.4699539571294245,0.4416065028620801,21311.0,42.0,11185.2,40699.5,10.5,13.0,37.1,6.0,22.0,2.8,6518.0
57500,5,4108,0.8666687909460205,0.007442900669975781,0.37548327821758076,0.3978126348605674,0.4277334161576983,18833.0,49.0,9736.6,34241.3,15.7,20.0,9.2,7.0,32.0,5.3,15620.0
57655,0,4111,0.9279454722492697,0.005842259006815969,0.7692307692307693,0.7302823758519961,0.18111002921129504,21687.2,32.0,11237.0,38695.5,7.2,13.0,52.0,42.5,26.7,2.3,2296.0
59264,8,3115,0.9211081346559424,0.00309847205278773,0.8994893422526364,0.47137117031854203,0.4370109608190807,16931.0,38.0,9610.7,28259.3,13.9,23.0,10.9,9.0,38.0,2.6,8588.0
59680,7,3117,0.9192958405472313,0.010208779817800951,0.955850365734044,0.7396182765462275,0.16575999068477942,20130.899999999998,42.8625,9346.074999999999,30416.85,13.5375,24.137500000000003,8.049999999999999,8.3375,44.125,5.6000000000000005,1166.9375
66000,8,9115,0.8190006939331641,0.03008058982479625,0.27542742073741394,0.34306175374083137,0.4593688249890724,16000.0,40.0,8357.0,32074.0,15.9,31.0,11.4,13.0,45.0,7.5,109252.0
77810,10,1105,0.8698704033484554,0.07514526003821677,0.909143600161292,0.7258966945093349,0.12801330368646716,26559.3,76.0,15262.0,46292.0,20.1,11.9,12.0,9.0,25.7,5.8,3609.5
79320,1,5412,0.8448262801179167,0.06287613406369544,0.9281977898144959,0.6378795997690494,0.1956883181359385,19160.840000000004,45.7,11575.439999999999,30661.68,13.12,12.919999999999998,9.64,9.8,26.7,7.1,2670.0
79360,7,5410,0.8636318861782198,0.04821267165862421,0.9663716222191142,0.6786886527460005,0.17319056464823898,20730.079999999998,53.70000000000002,11712.0,34363.299999999996,15.800000000000004,11.900000000000004,8.700000000000001,8.700000000000001,26.0,5.700000000000002,909.0
88150,6,4112,0.9152698309943001,0.005992104703164153,0.7461198893091714,0.6506113391832086,0.24966764770409547,19997.425000000003,48.68750000000001,10470.675,32072.25,14.4,16.125,8.225,7.625000000000001,32.0625,4.5249999999999995,3645.4375
91120,10,1116,0.8960890357246056,0.02454402354795588,0.30803161805295326,0.4634755123998071,0.416692179045996,26301.3,75.0,13126.1,45704.7,21.6,8.0,9.2,5.0,18.0,3.0,32049.5
98705,,,,,,,,,,,,,,,,,,
98744,,,,,,,,,,,,,,,,,,
02590,7,2205,0.9137560617987468,0.025072817345786813,0.9916176615595006,0.7118938157211433,0.17888532965209555,19871.199999999997,46.899999999999984,9615.300000000001,31832.099999999995,14.800000000000002,20.900000000000002,8.599999999999998,8.599999999999998,39.0,6.599999999999999,22850.0
10250,0,2102,0.7178658743703087,0.09417614914953336,0.9361223558523128,0.5561074159183848,0.1322769194316553,21117.079999999998,52.1,10591.3,34205.3,16.1,15.8,11.1,11.1,31.4,8.6,441.1
13170,9,9310,0.9399457499279299,0.008461079156381378,0.7672378752213077,0.6925651189670831,0.2188287029776543,23701.3,66.0,13604.700000000003,38708.7,17.4,7.0,10.3,5.0,16.0,5.900000000000001,21320.5
13460,0,9309,0.4349806587882608,0.5325105909281743,0.5345483198598022,0.2395236958543476,0.16352047015333182,18100.5,47.0,8962.7,33764.5,17.4,22.0,22.5,15.0,29.0,9.2,2927.0
13660,9,59,0.8437730380721256,0.0431679763221766,0.7677738491069694,0.535636306603737,0.2654267173656442,17818.0,46.0,8802.0,33130.0,14.9,26.0,10.9,16.0,43.0,5.3,2963.5
14000,8,2502,0.8771640307257282,0.02725669118622937,0.16774426764355171,0.2700466565225316,0.5906897839990428,19554.8,53.0,9450.7,38243.3,18.2,20.0,10.8,5.0,30.0,6.4,86591.0
16340,7,5403,0.9248175182481752,0.008029197080291971,0.8138686131386861,0.5631386861313868,0.3470802919708029,20146.0,53.0,11428.0,33955.0,15.1,13.0,8.9,9.4,25.0,3.7,5355.0
17260,0,5407,0.8026126778877021,0.10453620961790992,0.9624504469598406,0.6261646310699649,0.15546018086220853,18828.96,48.14000000000001,10951.490000000002,32876.13,14.739999999999998,14.73,10.709999999999999,10.559999999999999,28.639999999999997,7.8,12856.05
18570,7,2401,0.9484190642601282,0.011914398520720342,0.9860575463627905,0.7938015765781034,0.14572380076136487,23295.1,61.7,12771.2,34311.925,15.850000000000001,11.450000000000001,8.325,9.3,29.1,4.15,2348.25
19390,4,7401,0.5763854944324733,0.34730969324104355,0.9604961261216349,0.4715932443507959,0.08151629677415881,19432.125,52.1,11329.0,32916.0,14.3,13.1,9.8,9.8,25.9,5.8,237.625
24580,0,7202,0.650762629812126,0.2683160546995329,0.9435339661354915,0.4851238210361136,0.13650726761375026,17823.125,47.3,10545.6,32337.0,14.2,15.9,10.0,10.0,30.1,5.9,975.625
28600,7,2404,0.9385421697515967,0.016481872657525914,0.7223309555032716,0.6021606231204659,0.32696788394555987,23483.3,68.0,13498.3,40765.3,19.7,7.0,12.6,9.2,16.0,6.7,6953.0
29380,0,5315,0.8313370845147684,0.07998939530837769,0.9451824809735326,0.6706019913949497,0.14999673856964793,19621.666666666668,51.53333333333333,11930.533333333333,32367.433333333334,14.833333333333334,11.133333333333333,9.433333333333334,8.799999999999999,25.133333333333336,6.266666666666667,2738.6666666666665
31290,9,61,0.8863692258560125,0.03729876058519187,0.9538668102311503,0.7150040009866456,0.15640317203058926,22945.747368421045,54.0,12410.7,34207.0,15.5,10.0,10.6,,17.0,4.3,707.6052631578947
